node1,node2,length,startLoc,endLoc,startYear,endYear
23076,23286,0.577801873560013,other,other,1989.25088068493,1989.82868255849
25703,25704,6.18719,other,other,1989.25088068493,1995.43807068493
25703,25705,1.17243551556619,other,other,1989.25088068493,1990.4233162005
22085,22086,0.636713363619123,other,other,1989.2653943838,1989.90210774742
22085,23004,0.0153963011303588,other,other,1989.2653943838,1989.28079068493
26073,26074,1.07603,other,other,1989.28029068493,1990.35632068493
26073,26113,0.0887416995032098,other,other,1989.28029068493,1989.36903238443
23004,23005,2.97229,other,other,1989.28079068493,1992.25308068493
23004,23011,0.567039999999999,other,other,1989.28079068493,1989.84783068493
18614,18615,6.91031,other,other,1989.31722068493,1996.22753068493
18614,18626,1.63628,other,other,1989.31722068493,1990.95350068493
26113,26114,0.0127283004967893,other,other,1989.36903238443,1989.38176068493
26113,26264,0.0127283004967893,other,other,1989.36903238443,1989.38176068493
26114,26115,1.55668839908738,other,other,1989.38176068493,1990.93844908402
26114,26183,0.801630000000003,other,other,1989.38176068493,1990.18339068493
26264,26265,0.413199999999996,other,other,1989.38176068493,1989.79496068493
26264,26362,0.103154874903666,other,other,1989.38176068493,1989.48491555984
23736,23737,0.509535832302682,other,other,1989.41038699281,1989.91992282511
23736,24873,0.0227436921252107,other,other,1989.41038699281,1989.43313068493
21404,21405,1.04871746813055,other,other,1989.4213532168,1990.47007068493
21404,21895,0.0356174681305532,other,other,1989.4213532168,1989.45697068493
24873,24874,0.837400000000002,other,other,1989.43313068493,1990.27053068493
24873,24941,0.23677,other,other,1989.43313068493,1989.66990068493
21895,21896,1.85488811437508,other,other,1989.45697068493,1991.31185879931
21895,21922,0.314540400885512,other,other,1989.45697068493,1989.77151108582
19689,5939,24.0237000000001,other,other,1989.46945068493,2013.49315068493
19689,19690,0.745379999999997,other,other,1989.46945068493,1990.21483068493
26362,26363,0.00331512509633569,other,other,1989.48491555984,1989.48823068493
26362,26367,0.00331512509633569,other,other,1989.48491555984,1989.48823068493
26363,12607,29.00492,other,other,1989.48823068493,2018.49315068493
26363,26364,20.55543,other,other,1989.48823068493,2010.04366068493
26367,26368,0.210830000000001,other,other,1989.48823068493,1989.69906068493
26367,26429,1.10011,other,other,1989.48823068493,1990.58834068493
13876,13877,2.45975,other,other,1989.54784068493,1992.00759068493
13876,13878,0.686133061347711,other,other,1989.54784068493,1990.23397374628
24941,11186,24.82325,other,other,1989.66990068493,2014.49315068493
24941,24942,0.131578247977551,other,other,1989.66990068493,1989.80147893291
27210,27211,5.16628290692557,other,other,1989.67171068493,1994.83799359186
27210,27232,0.706800000000001,other,other,1989.67171068493,1990.37851068493
14045,14046,5.78647761251569,other,other,1989.69832068493,1995.48479829745
14045,14149,0.238459999999996,other,other,1989.69832068493,1989.93678068493
26368,26369,25.00851,other,poland,1989.69906068493,2014.70757068493
26368,26370,0.105929999999994,other,other,1989.69906068493,1989.80499068493
21922,21923,0.199218045272126,other,other,1989.77151108582,1989.97072913109
21922,22054,0.031279599114491,other,other,1989.77151108582,1989.80279068493
26265,26266,0.726500000000001,other,other,1989.79496068493,1990.52146068493
26265,26286,0.347438845175631,other,other,1989.79496068493,1990.14239953011
24942,24943,0.0159017520224509,other,other,1989.80147893291,1989.81738068493
24942,25142,0.0159017520224509,other,other,1989.80147893291,1989.81738068493
22054,22055,4.55226,other,other,1989.80279068493,1994.35505068493
22054,22056,2.12465320956195,other,other,1989.80279068493,1991.92744389449
26370,12614,27.68816,other,other,1989.80499068493,2017.49315068493
26370,26371,0.107870000000005,other,other,1989.80499068493,1989.91286068493
24943,24944,1.04229,other,other,1989.81738068493,1990.85967068493
24943,24950,1.15796,other,other,1989.81738068493,1990.97534068493
25142,25143,0.574260000000002,other,other,1989.81738068493,1990.39164068493
25142,25414,0.178411938041187,other,other,1989.81738068493,1989.99579262297
23286,23287,0.429768469186776,other,other,1989.82868255849,1990.25845102768
23286,23532,0.0266281264399879,other,other,1989.82868255849,1989.85531068493
23011,23012,2.3565299203565,other,other,1989.84783068493,1992.20436060529
23011,23029,0.276069999999997,other,other,1989.84783068493,1990.12390068493
23532,23533,5.93954423481746,other,other,1989.85531068493,1995.79485491975
23532,23575,0.96628967704612,other,other,1989.85531068493,1990.82160036198
19697,19698,1.9189527562945,other,other,1989.86003792864,1991.77899068493
19697,19816,0.035162756294504,other,other,1989.86003792864,1989.89520068493
19816,19817,0.98077,other,other,1989.89520068493,1990.87597068493
19816,20250,0.549540140749599,other,other,1989.89520068493,1990.44474082568
22086,22087,0.517562937511236,other,other,1989.90210774742,1990.41967068493
22086,22628,0.0294929375112361,other,other,1989.90210774742,1989.93160068493
26371,26372,1.8187,other,other,1989.91286068493,1991.73156068493
26371,26381,0.504179999999998,other,other,1989.91286068493,1990.41704068493
23737,23738,0.386517859822533,other,other,1989.91992282511,1990.30644068493
23737,24840,0.0296178598225296,other,other,1989.91992282511,1989.94954068493
22628,22629,1.96224554070003,other,other,1989.93160068493,1991.89384622563
22628,22678,0.904798954609099,other,other,1989.93160068493,1990.83639963954
14149,14150,1.05932,other,other,1989.93678068493,1990.99610068493
14149,14157,0.210180000000001,other,other,1989.93678068493,1990.14696068493
24840,24841,1.69902,other,other,1989.94954068493,1991.64856068493
24840,24844,1.73603,other,other,1989.94954068493,1991.68557068493
21923,21924,0.506060103158376,other,other,1989.97072913109,1990.47678923425
21923,22007,0.00573155384236657,other,other,1989.97072913109,1989.97646068493
18984,18985,4.03627635268272,other,other,1989.97139068493,1994.00766703761
18984,19026,0.815049999999999,other,other,1989.97139068493,1990.78644068493
22007,22008,21.44246,other,poland,1989.97646068493,2011.41892068493
22007,22009,0.241548241192554,other,other,1989.97646068493,1990.21800892612
25414,25415,0.412452024752739,other,other,1989.99579262297,1990.40824464773
25414,25549,0.00410806195881008,other,other,1989.99579262297,1989.99990068493
25549,25550,0.817830000000001,other,other,1989.99990068493,1990.81773068493
25549,25569,0.614570000000001,other,other,1989.99990068493,1990.61447068493
23029,23030,1.1595,other,other,1990.12390068493,1991.28340068493
23029,23048,1.70777334005813,other,other,1990.12390068493,1991.83167402499
23077,23078,1.69211,other,other,1990.13309068493,1991.82520068493
23077,23093,1.33135809332408,other,other,1990.13309068493,1991.46444877826
26286,26287,0.710438174823288,other,other,1990.14239953011,1990.85283770493
26286,26358,0.026861154824374,other,other,1990.14239953011,1990.16926068493
14157,14158,8.36703723026776,other,other,1990.14696068493,1998.5139979152
14157,14169,0.338359770867037,other,other,1990.14696068493,1990.4853204558
26358,12602,27.32389,other,other,1990.16926068493,2017.49315068493
26358,26359,1.18916,other,other,1990.16926068493,1991.35842068493
26183,12427,29.3097600000001,other,other,1990.18339068493,2019.49315068493
26183,26184,0.536168114457496,other,other,1990.18339068493,1990.71955879939
19690,19691,11.57947,other,other,1990.21483068493,2001.79430068493
19690,19692,3.14188,other,other,1990.21483068493,1993.35671068493
22009,22010,0.286291758807444,other,other,1990.21800892612,1990.50430068493
22009,22032,0.0253717588074451,other,other,1990.21800892612,1990.24338068493
13878,13879,1.49928693865229,other,other,1990.23397374628,1991.73326068493
13878,13973,0.0129469386522914,other,other,1990.23397374628,1990.24692068493
22032,22033,3.27813,other,other,1990.24338068493,1993.52151068493
22032,22038,3.00979572978439,other,other,1990.24338068493,1993.25317641472
13973,221,29.2462300000001,other,other,1990.24692068493,2019.49315068493
13973,13974,1.08719,other,other,1990.24692068493,1991.33411068493
23287,23288,0.490359317463067,other,other,1990.25845102768,1990.74881034514
23287,23459,0.0247796572532124,other,other,1990.25845102768,1990.28323068493
24874,24875,3.72635,other,other,1990.27053068493,1993.99688068493
24874,24881,0.573889999999999,other,other,1990.27053068493,1990.84442068493
23459,23460,27.1833540732125,other,other,1990.28323068493,2017.46658475814
23459,23462,0.429339999999996,other,other,1990.28323068493,1990.71257068493
23738,23739,1.04115,other,other,1990.30644068493,1991.34759068493
23738,23774,0.934100331850928,other,other,1990.30644068493,1991.24054101678
26074,26075,1.99529,other,other,1990.35632068493,1992.35161068493
26074,26083,2.28019289283008,other,other,1990.35632068493,1992.63651357776
27232,13482,24.1146400000001,other,other,1990.37851068493,2014.49315068493
27232,27233,1.19453072470302,other,other,1990.37851068493,1991.57304140963
25143,25144,5.35069,other,other,1990.39164068493,1995.74233068493
25143,25145,0.339299999999994,other,other,1990.39164068493,1990.73094068493
25415,25416,0.529116037206073,other,other,1990.40824464773,1990.93736068493
25415,25534,0.0237160372060714,other,other,1990.40824464773,1990.43196068493
18854,18855,22.3843320337564,other,other,1990.40888068493,2012.79321271869
18854,18863,1.80752,other,other,1990.40888068493,1992.21640068493
26381,26382,2.11589,other,other,1990.41704068493,1992.53293068493
26381,26388,0.788400000000003,other,other,1990.41704068493,1991.20544068493
22087,22088,3.08649423897355,other,other,1990.41967068493,1993.50616492391
22087,22186,0.301358187409662,other,other,1990.41967068493,1990.72102887234
25705,25706,1.32934448443381,other,other,1990.4233162005,1991.75266068493
25705,25724,0.0182144844338126,other,other,1990.4233162005,1990.44153068493
25534,11778,21.0611900000001,other,other,1990.43196068493,2011.49315068493
25534,25535,1.31589,other,other,1990.43196068493,1991.74785068493
25724,25725,10.13754,other,poland,1990.44153068493,2000.57907068493
25724,25732,1.75091,other,other,1990.44153068493,1992.19244068493
20250,20251,0.0490998592503971,other,other,1990.44474082568,1990.49384068493
20250,20529,0.0145719693727884,other,other,1990.44474082568,1990.45931279505
20529,20530,0.592608057976307,other,other,1990.45931279505,1991.05192085303
20529,21364,0.0345278898776087,other,other,1990.45931279505,1990.49384068493
21405,21406,7.35873,other,other,1990.47007068493,1997.82880068493
21405,21407,1.03964022620642,other,other,1990.47007068493,1991.50971091114
21924,21925,0.406264896062247,other,other,1990.47678923425,1990.88305413031
21924,21990,0.0288114506839889,other,other,1990.47678923425,1990.50560068493
14169,14170,0.149670229132965,other,other,1990.4853204558,1990.63499068493
14169,18496,0.00897022913296297,other,other,1990.4853204558,1990.49429068493
20251,20252,1.45901,other,other,1990.49384068493,1991.95285068493
20251,20267,1.50492,other,other,1990.49384068493,1991.99876068493
21364,7614,10.0006948341943,other,other,1990.49384068493,2000.49453551913
21364,21365,3.7473,other,other,1990.49384068493,1994.24114068493
18496,18497,2.63982,other,other,1990.49429068493,1993.13411068493
18496,18508,0.873732403780011,other,other,1990.49429068493,1991.36802308871
22010,8253,23.9888500000001,other,other,1990.50430068493,2014.49315068493
22010,22011,0.337166904903121,other,other,1990.50430068493,1990.84146758983
21990,21991,2.13379,other,other,1990.50560068493,1992.63939068493
21990,21992,1.33474,other,other,1990.50560068493,1991.84034068493
26266,26267,5.73198,other,other,1990.52146068493,1996.25344068493
26266,26269,6.30752,other,other,1990.52146068493,1996.82898068493
26429,26430,0.679879999999997,other,other,1990.58834068493,1991.26822068493
26429,26461,0.525478916596853,other,other,1990.58834068493,1991.11381960153
25569,25570,1.47581,other,other,1990.61447068493,1992.09028068493
25569,25581,0.31485,other,other,1990.61447068493,1990.92932068493
18849,18850,11.43432,other,other,1990.63278068493,2002.06710068493
18849,18851,6.33212,other,other,1990.63278068493,1996.96490068493
14170,14171,2.02155,other,other,1990.63499068493,1992.65654068493
14170,14264,0.103927993857987,other,other,1990.63499068493,1990.73891867879
18710,18711,3.18064,other,other,1990.64295068493,1993.82359068493
18710,18751,0.52471858364401,other,other,1990.64295068493,1991.16766926858
18576,18577,2.06991,other,other,1990.65427068493,1992.72418068493
18576,18580,2.46297999999999,other,other,1990.65427068493,1993.11725068493
23462,9706,26.7805800000001,other,other,1990.71257068493,2017.49315068493
23462,23463,0.396916954625326,other,other,1990.71257068493,1991.10948763956
26184,26185,0.431571885542503,other,other,1990.71955879939,1991.15113068493
26184,26221,0.00274188554249832,other,other,1990.71955879939,1990.72230068493
22186,22187,0.511041812590335,other,other,1990.72102887234,1991.23207068493
22186,22457,0.0221518125903373,other,other,1990.72102887234,1990.74318068493
26221,26222,1.64147,other,other,1990.72230068493,1992.36377068493
26221,26238,2.31719,other,other,1990.72230068493,1993.03949068493
25145,25146,5.87714,other,other,1990.73094068493,1996.60808068493
25145,25156,0.266260000000003,other,other,1990.73094068493,1990.99720068493
14264,14265,0.00292200614201477,other,other,1990.73891867879,1990.74184068493
14264,14632,0.00292200614201477,other,other,1990.73891867879,1990.74184068493
14265,14266,0.93253,other,other,1990.74184068493,1991.67437068493
14265,14284,0.607149999999997,other,other,1990.74184068493,1991.34899068493
14632,14633,0.187232136281445,other,other,1990.74184068493,1990.92907282121
14632,15313,0.385433557570522,other,other,1990.74184068493,1991.1272742425
22457,22458,6.43528599576876,other,other,1990.74318068493,1997.1784666807
22457,22462,0.699628756606117,other,other,1990.74318068493,1991.44280944154
23288,23289,0.00387033979014006,other,other,1990.74881034514,1990.75268068493
23288,23314,0.00387033979014006,other,other,1990.74881034514,1990.75268068493
23289,23290,5.6958,other,other,1990.75268068493,1996.44848068493
23289,23300,0.784020000000005,other,other,1990.75268068493,1991.53670068493
23314,23315,0.453240000000001,other,other,1990.75268068493,1991.20592068493
23314,23377,0.83140866239426,other,other,1990.75268068493,1991.58408934733
25777,25778,0.546523740990622,other,other,1990.77040694394,1991.31693068493
25777,26051,0.0208637409906203,other,other,1990.77040694394,1990.79127068493
19026,19027,1.37657,other,other,1990.78644068493,1992.16301068493
19026,19040,0.350069369056385,other,other,1990.78644068493,1991.13651005399
26051,26052,2.11449567474424,other,other,1990.79127068493,1992.90576635968
26051,26060,1.4552076215791,other,other,1990.79127068493,1992.24647830651
25550,11794,24.6754200000001,other,other,1990.81773068493,2015.49315068493
25550,25551,1.70241,other,other,1990.81773068493,1992.52014068493
23575,23576,0.922999517358669,other,other,1990.82160036198,1991.74459987934
23575,23693,0.0231203229538792,other,other,1990.82160036198,1990.84472068493
22678,22679,0.406725822237938,other,other,1990.83639963954,1991.24312546178
22678,22922,0.0250710453908951,other,other,1990.83639963954,1990.86147068493
22011,22012,0.902213095096876,other,other,1990.84146758983,1991.74368068493
22011,22024,0.02100309509688,other,other,1990.84146758983,1990.86247068493
24881,24882,2.79945,other,other,1990.84442068493,1993.64387068493
24881,24890,0.376441745122484,other,other,1990.84442068493,1991.22086243005
23693,23694,2.32974,other,other,1990.84472068493,1993.17446068493
23693,23696,2.28048,other,other,1990.84472068493,1993.12520068493
26287,26288,0.362152980001085,other,other,1990.85283770493,1991.21499068493
26287,26349,0.0324029800010877,other,other,1990.85283770493,1990.88524068493
24944,24945,5.22142,other,other,1990.85967068493,1996.08109068493
24944,24946,4.94046,other,other,1990.85967068493,1995.80013068493
22922,22923,2.51438,other,other,1990.86147068493,1993.37585068493
22922,22926,1.14601,other,other,1990.86147068493,1992.00748068493
22024,22025,2.42856,other,other,1990.86247068493,1993.29103068493
22024,22027,4.14046906578497,other,other,1990.86247068493,1995.00293975072
19817,19818,7.13185075282355,other,other,1990.87597068493,1998.00782143775
19817,19823,0.730319999999999,other,other,1990.87597068493,1991.60629068493
21925,21926,0.33150655462174,other,other,1990.88305413031,1991.21456068493
21925,21975,0.00849655462174326,other,other,1990.88305413031,1990.89155068493
26349,26350,4.59755,other,other,1990.88524068493,1995.48279068493
26349,26352,6.09215,other,other,1990.88524068493,1996.97739068493
21975,8217,24.6016000000001,other,other,1990.89155068493,2015.49315068493
21975,21976,0.698599601007544,other,other,1990.89155068493,1991.59015028594
13765,13766,2.30355,other,other,1990.91102068493,1993.21457068493
13765,13780,1.15943,other,other,1990.91102068493,1992.07045068493
14633,14634,0.017717863718552,other,other,1990.92907282121,1990.94679068493
14633,14673,0.017717863718552,other,other,1990.92907282121,1990.94679068493
25581,25582,0.0431900000000027,other,other,1990.92932068493,1990.97251068493
25581,25597,0.52820293455094,other,other,1990.92932068493,1991.45752361948
25416,25417,1.0202,other,other,1990.93736068493,1991.95756068493
25416,25422,0.0521314753361892,other,other,1990.93736068493,1990.98949216027
26115,26116,5.10480160091262,other,other,1990.93844908402,1996.04325068493
26115,26118,0.00864160091261823,other,other,1990.93844908402,1990.94709068493
14634,14635,1.58012,other,other,1990.94679068493,1992.52691068493
14634,14648,3.919,other,other,1990.94679068493,1994.86579068493
14673,14674,0.888530042465888,other,other,1990.94679068493,1991.8353207274
14673,14822,0.214381626340334,other,other,1990.94679068493,1991.16117231127
26118,12361,24.5460600000001,other,other,1990.94709068493,2015.49315068493
26118,26119,2.25211275659088,other,other,1990.94709068493,1993.19920344152
18626,18627,6.72274,other,other,1990.95350068493,1997.67624068493
18626,18639,2.07644,other,other,1990.95350068493,1993.02994068493
25582,25583,9.91381,other,other,1990.97251068493,2000.88632068493
25582,25584,3.11905057989409,other,other,1990.97251068493,1994.09156126483
24950,24951,0.946070000000002,other,other,1990.97534068493,1991.92141068493
24950,25003,0.849250933608118,other,other,1990.97534068493,1991.82459161854
25422,25423,0.0292485246638137,other,other,1990.98949216027,1991.01874068493
25422,25427,0.0292485246638137,other,other,1990.98949216027,1991.01874068493
14150,397,25.4984348341943,other,other,1990.99610068493,2016.49453551913
14150,14151,1.45486,other,other,1990.99610068493,1992.45096068493
25156,11400,18.4959500000001,other,other,1990.99720068493,2009.49315068493
25156,25157,0.294510000000002,other,other,1990.99720068493,1991.29171068493
25423,25424,6.70234,other,other,1991.01874068493,1997.72108068493
25423,25425,3.38017,other,other,1991.01874068493,1994.39891068493
25427,25428,0.903579999999998,other,other,1991.01874068493,1991.92232068493
25427,25434,0.347670000000001,other,other,1991.01874068493,1991.36641068493
20530,20531,0.309674195493052,other,other,1991.05192085303,1991.36159504852
20530,21149,0.0333898319013031,other,other,1991.05192085303,1991.08531068493
21149,21150,2.75705,other,other,1991.08531068493,1993.84236068493
21149,21153,0.982109999999999,other,other,1991.08531068493,1992.06742068493
23463,23464,0.0177530453746755,other,other,1991.10948763956,1991.12724068493
23463,23467,0.0177530453746755,other,other,1991.10948763956,1991.12724068493
26461,26462,1.96249172236372,other,other,1991.11381960153,1993.07631132389
26461,26493,0.0292710834031453,other,other,1991.11381960153,1991.14309068493
23464,23465,1.57362,other,other,1991.12724068493,1992.70086068493
23464,23466,0.885619999999999,other,other,1991.12724068493,1992.01286068493
23467,23468,1.70362,other,other,1991.12724068493,1992.83086068493
23467,23476,0.620249999999999,other,other,1991.12724068493,1991.74749068493
15313,15314,0.288661074548614,other,other,1991.1272742425,1991.41593531705
15313,18433,0.0212964424294739,other,other,1991.1272742425,1991.14857068493
19040,19041,0.0227606309436155,other,other,1991.13651005399,1991.15927068493
19040,19261,0.0117216768659816,other,other,1991.13651005399,1991.14823173085
26493,26494,3.56289,other,poland,1991.14309068493,1994.70598068493
26493,26495,2.50307,other,other,1991.14309068493,1993.64616068493
19261,19262,0.607668954077639,other,other,1991.14823173085,1991.75590068493
19261,19620,0.0110389540776339,other,other,1991.14823173085,1991.15927068493
18433,18434,1.35692,other,other,1991.14857068493,1992.50549068493
18433,18459,4.891071673021,other,other,1991.14857068493,1996.03964235795
26185,26186,4.17334,other,other,1991.15113068493,1995.32447068493
26185,26197,0.252939999999995,other,other,1991.15113068493,1991.40407068493
14033,14034,1.43908,other,other,1991.15390068493,1992.59298068493
14033,14039,4.73065,other,other,1991.15390068493,1995.88455068493
19041,19042,0.918895009177142,other,other,1991.15927068493,1992.07816569411
19041,19127,0.496554011342226,other,other,1991.15927068493,1991.65582469627
19620,19621,21.771,other,other,1991.15927068493,2012.93027068493
19620,19622,1.0132,other,other,1991.15927068493,1992.17247068493
14822,14823,0.187728373659667,other,other,1991.16117231127,1991.34890068493
14822,15280,0.0215483736596624,other,other,1991.16117231127,1991.18272068493
18751,18752,0.908937510101744,other,other,1991.16766926858,1992.07660677868
18751,18806,0.0332514163559949,other,other,1991.16766926858,1991.20092068493
15280,1526,24.3104300000001,other,other,1991.18272068493,2015.49315068493
15280,15281,3.9127,other,other,1991.18272068493,1995.09542068493
18806,18807,11.93089,other,other,1991.20092068493,2003.13181068493
18806,18808,0.273509999999995,other,other,1991.20092068493,1991.47443068493
26388,26389,0.401319999999998,other,other,1991.20544068493,1991.60676068493
26388,26395,0.846689999999995,other,other,1991.20544068493,1992.05213068493
23315,23316,1.00939,other,other,1991.20592068493,1992.21531068493
23315,23345,0.516269999999999,other,other,1991.20592068493,1991.72219068493
21926,21927,0.874778749161855,other,other,1991.21456068493,1992.08933943409
21926,21942,1.06201406884634,other,other,1991.21456068493,1992.27657475378
26288,26289,2.05134477975321,other,other,1991.21499068493,1993.26633546468
26288,26302,0.287100000000002,other,other,1991.21499068493,1991.50209068493
24890,24891,0.907008254877518,other,other,1991.22086243005,1992.12787068493
24890,24929,0.0307482548775155,other,other,1991.22086243005,1991.25161068493
