node1,node2,length,startLoc,endLoc,startYear,endYear
23704,9949,21.5693400000001,other,other,1993.92381068493,2015.49315068493
23704,23705,0.639230000000001,other,other,1993.92381068493,1994.56304068493
14640,884,22.5705348341943,other,other,1993.92400068493,2016.49453551913
14640,14641,0.419319999999999,other,other,1993.92400068493,1994.34332068493
18343,18344,4.74298,other,other,1993.92492068493,1998.66790068493
18343,18346,2.49135,other,other,1993.92492068493,1996.41627068493
21997,21998,2.26456,other,other,1993.92749068493,1996.19205068493
21997,21999,0.872040000000002,other,other,1993.92749068493,1994.79953068493
24670,24671,0.979839999999999,other,other,1993.93089068493,1994.91073068493
24670,24693,0.491769999999999,other,other,1993.93089068493,1994.42266068493
20144,20145,3.3495,other,other,1993.93226068493,1997.28176068493
20144,20148,0.796150000000004,other,other,1993.93226068493,1994.72841068493
23630,23631,3.72905,other,other,1993.93285068493,1997.66190068493
23630,23632,3.92174,other,other,1993.93285068493,1997.85459068493
23199,23200,13.35324,other,other,1993.93540068493,2007.28864068493
23199,23201,4.22167,other,other,1993.93540068493,1998.15707068493
15812,15813,0.00724797664977217,other,other,1993.93979270828,1993.94704068493
15812,15831,0.00724797664977217,other,other,1993.93979270828,1993.94704068493
18640,18641,3.94027,other,other,1993.94305068493,1997.88332068493
18640,18642,4.34572,other,other,1993.94305068493,1998.28877068493
19106,19107,2.34981,other,other,1993.94676068493,1996.29657068493
19106,19108,0.815438117044035,other,other,1993.94676068493,1994.76219880198
15813,15814,4.02048709704547,other,other,1993.94704068493,1997.96752778198
15813,15818,0.864919999999998,other,other,1993.94704068493,1994.81196068493
15831,15832,0.98706,other,other,1993.94704068493,1994.93410068493
15831,15867,0.634829999999997,other,other,1993.94704068493,1994.58187068493
26053,26054,5.55483930317102,other,other,1993.94760705675,1999.50244635992
26053,26056,0.015373628181905,other,other,1993.94760705675,1993.96298068493
26056,12300,25.5301700000001,other,other,1993.96298068493,2019.49315068493
26056,26057,13.22871,other,other,1993.96298068493,2007.19169068493
22208,22209,0.32741,other,other,1993.97367068493,1994.30108068493
22208,22214,3.99483,other,other,1993.97367068493,1997.96850068493
22240,22241,2.10573,other,other,1993.97478068493,1996.08051068493
22240,22246,0.736279007675204,other,other,1993.97478068493,1994.71105969261
18927,18928,12.16166,other,other,1993.97885068493,2006.14051068493
18927,18929,4.16291,other,other,1993.97885068493,1998.14176068493
19130,19131,2.53818113264288,other,other,1993.97999955229,1996.51818068493
19130,19134,0.0101811326428809,other,other,1993.97999955229,1993.99018068493
20816,7063,26.5098597408948,other,other,1993.98467577823,2020.49453551913
20816,20817,0.0186945354439629,other,other,1993.98467577823,1994.00337031367
19134,5380,26.5043548341943,other,other,1993.99018068493,2020.49453551913
19134,19135,2.49338,other,other,1993.99018068493,1996.48356068493
23597,9839,20.5022900000001,other,other,1993.99086068493,2014.49315068493
23597,23598,1.95595,other,other,1993.99086068493,1995.94681068493
14964,14965,0.0252538114167642,other,other,1993.99145687351,1994.01671068493
14964,14966,0.0252538114167642,other,other,1993.99145687351,1994.01671068493
25733,25734,1.8705890933907,other,other,1993.99351660149,1995.86410569488
25733,25740,0.00165408344627949,other,other,1993.99351660149,1993.99517068493
21087,21088,0.7285,other,other,1993.99433068493,1994.72283068493
21087,21107,0.515609999999999,other,other,1993.99433068493,1994.50994068493
22312,22313,1.20576828302276,other,other,1993.99457068493,1995.20033896795
22312,22336,0.608162302828617,other,other,1993.99457068493,1994.60273298776
25740,11986,24.4979800000001,other,other,1993.99517068493,2018.49315068493
25740,25741,2.36714,other,other,1993.99517068493,1996.36231068493
22469,22470,5.46083,other,other,1993.99627068493,1999.45710068493
22469,22471,0.116399999999999,other,other,1993.99627068493,1994.11267068493
24875,24876,2.1484,other,other,1993.99688068493,1996.14528068493
24875,24877,3.36081,other,other,1993.99688068493,1997.35769068493
20817,20818,2.21067037125658,other,other,1994.00337031367,1996.21404068493
20817,20822,0.000630371256580275,other,other,1994.00337031367,1994.00400068493
20822,20823,0.912499304852737,other,other,1994.00400068493,1994.91649998978
20822,20836,0.554376051380483,other,other,1994.00400068493,1994.55837673631
19166,5413,16.4888000000001,other,other,1994.00435068493,2010.49315068493
19166,19167,0.26379,other,other,1994.00435068493,1994.26814068493
25668,25669,21.78729,other,other,1994.00521068493,2015.79250068493
25668,25670,3.00728,other,other,1994.00521068493,1997.01249068493
19259,5508,26.4873948341943,other,other,1994.00714068493,2020.49453551913
19259,19260,20.92349,other,poland,1994.00714068493,2014.93063068493
25133,11377,19.4856800000001,other,other,1994.00747068493,2013.49315068493
25133,25134,0.841680000000004,other,other,1994.00747068493,1994.84915068493
23881,23882,0.266539999999999,other,other,1994.00748068493,1994.27402068493
23881,23973,0.10521,other,other,1994.00748068493,1994.11269068493
18985,18986,1.08999364731729,other,other,1994.00766703761,1995.09766068493
18985,19016,0.0277136473172845,other,other,1994.00766703761,1994.03538068493
22744,22745,29.0048607432445,other,poland,1994.01055068493,2023.01541142818
22744,22747,0.479409999999998,other,other,1994.01055068493,1994.48996068493
25555,11798,14.4830448341943,other,other,1994.01149068493,2008.49453551913
25555,25556,0.617090000000001,other,other,1994.01149068493,1994.62858068493
22708,22709,0.82246,other,other,1994.01169068493,1994.83415068493
22708,22716,0.908429999999999,other,other,1994.01169068493,1994.92012068493
13920,167,21.4806800000001,other,other,1994.01247068493,2015.49315068493
13920,13921,0.29974,other,other,1994.01247068493,1994.31221068493
14883,14884,13.27491,other,other,1994.01468068493,2007.28959068493
14883,14886,0.533430000000003,other,other,1994.01468068493,1994.54811068493
14965,1207,25.4764400000001,other,other,1994.01671068493,2019.49315068493
14965,1208,18.4778248341943,other,other,1994.01671068493,2012.49453551913
14966,14967,2.32802,other,other,1994.01671068493,1996.34473068493
14966,14969,0.836209999999998,other,other,1994.01671068493,1994.85292068493
23355,23356,1.28352,other,other,1994.01701068493,1995.30053068493
23355,23361,0.377179999999999,other,other,1994.01701068493,1994.39419068493
20536,6779,14.4764148341943,other,other,1994.01812068493,2008.49453551913
20536,20537,4.02354,other,other,1994.01812068493,1998.04166068493
17620,17621,0.0125186602140595,other,other,1994.01863202472,1994.03115068493
17620,17623,0.0125186602140595,other,other,1994.01863202472,1994.03115068493
23496,23497,3.07037,other,other,1994.02181068493,1997.09218068493
23496,23501,1.13146690300844,other,other,1994.02181068493,1995.15327758794
15691,1932,25.4699200000001,other,other,1994.02323068493,2019.49315068493
15691,15692,0.862259999999999,other,other,1994.02323068493,1994.88549068493
26390,12632,21.46963,other,other,1994.02352068493,2015.49315068493
26390,26391,0.62002,other,other,1994.02352068493,1994.64354068493
21500,21501,1.11814,other,other,1994.02598068493,1995.14412068493
21500,21523,0.143899999999999,other,other,1994.02598068493,1994.16988068493
27238,13486,28.4666600000001,other,other,1994.02649068493,2022.49315068493
27238,27239,1.86688,other,other,1994.02649068493,1995.89337068493
24953,24954,5.90671,other,other,1994.02981068493,1999.93652068493
24953,24956,3.52899,other,other,1994.02981068493,1997.55880068493
17621,3860,6.46338483419428,other,other,1994.03115068493,2000.49453551913
17621,17622,4.61459,other,other,1994.03115068493,1998.64574068493
17623,17624,0.25526,other,other,1994.03115068493,1994.28641068493
17623,17633,1.12501,other,other,1994.03115068493,1995.15616068493
19016,5265,26.4591548341943,other,other,1994.03538068493,2020.49453551913
19016,19017,3.15991,other,other,1994.03538068493,1997.19529068493
16144,16145,1.43537,other,other,1994.03547068493,1995.47084068493
16144,16152,0.289939999999998,other,other,1994.03547068493,1994.32541068493
14267,511,22.4572648341943,other,other,1994.03727068493,2016.49453551913
14267,14268,5.91052,other,other,1994.03727068493,1999.94779068493
15026,15027,5.30223,other,other,1994.04030068493,1999.34253068493
15026,15028,1.23183,other,other,1994.04030068493,1995.27213068493
23403,23404,15.19767,other,other,1994.04684068493,2009.24451068493
23403,23406,0.837199999999999,other,other,1994.04684068493,1994.88404068493
24789,24790,3.63101,other,other,1994.05161068493,1997.68262068493
24789,24791,0.385439999999999,other,other,1994.05161068493,1994.43705068493
15045,15046,0.877667747005848,other,other,1994.05454806597,1994.93221581298
15045,15084,0.0302926189592441,other,other,1994.05454806597,1994.08484068493
19936,6183,18.4378948341943,other,other,1994.05664068493,2012.49453551913
19936,6184,24.4365100000001,other,other,1994.05664068493,2018.49315068493
23317,23318,1.28232,other,other,1994.05969068493,1995.34201068493
23317,23319,1.54059,other,other,1994.05969068493,1995.60028068493
21977,8218,25.4333300000001,other,other,1994.05982068493,2019.49315068493
21977,21978,0.824249999999999,other,other,1994.05982068493,1994.88407068493
18832,18833,5.06779815619038,other,other,1994.06000252874,1999.12780068493
18832,18835,0.0341881561903783,other,other,1994.06000252874,1994.09419068493
25708,25709,0.82761,other,other,1994.06030068493,1994.88791068493
25708,25712,2.27531711576349,other,other,1994.06030068493,1996.33561780069
20805,20806,1.3277,other,other,1994.06225068493,1995.38995068493
20805,20809,0.614714722212629,other,other,1994.06225068493,1994.67696540714
24721,24722,3.68412,other,other,1994.06237068493,1997.74649068493
24721,24730,0.822009999999999,other,other,1994.06237068493,1994.88438068493
26290,26291,1.26002,other,other,1994.06396068493,1995.32398068493
26290,26292,0.43561,other,other,1994.06396068493,1994.49957068493
23041,23042,9.17329,other,poland,1994.06646068493,2003.23975068493
23041,23043,1.15595,other,other,1994.06646068493,1995.22241068493
20540,20541,1.08746,other,other,1994.07199068493,1995.15945068493
20540,20545,0.449032115185496,other,other,1994.07199068493,1994.52102280012
22520,8760,19.4185000000001,other,other,1994.07465068493,2013.49315068493
22520,22521,2.47931,other,other,1994.07465068493,1996.55396068493
26344,12585,24.41288,other,other,1994.08027068493,2018.49315068493
26344,26345,6.00371,other,other,1994.08027068493,2000.08398068493
23240,23241,0.616149965554339,other,other,1994.08158450037,1994.69773446592
23240,23258,0.0331461845648633,other,other,1994.08158450037,1994.11473068493
15084,1325,25.40831,other,other,1994.08484068493,2019.49315068493
15084,15085,1.37702,other,other,1994.08484068493,1995.46186068493
26207,26208,1.00527,other,other,1994.08816068493,1995.09343068493
26207,26209,1.1954,other,other,1994.08816068493,1995.28356068493
22389,22390,2.00517,other,other,1994.08983068493,1996.09500068493
22389,22408,0.39113,other,other,1994.08983068493,1994.48096068493
25688,25689,6.27487202986441,other,other,1994.09013865507,2000.36501068493
25688,25693,0.0242820298644126,other,other,1994.09013865507,1994.11442068493
25584,25585,0.81518637097853,other,other,1994.09156126483,1994.9067476358
25584,25590,0.0152994201059045,other,other,1994.09156126483,1994.10686068493
18835,5083,11.3989600000001,other,other,1994.09419068493,2005.49315068493
18835,18836,6.4009,other,other,1994.09419068493,2000.49509068493
23302,23303,0.214359999999999,other,other,1994.09682068493,1994.31118068493
23302,23305,2.31348,other,other,1994.09682068493,1996.41030068493
20017,20018,3.6527,other,other,1994.09699068493,1997.74969068493
20017,20019,0.463340000000002,other,other,1994.09699068493,1994.56033068493
25590,25591,11.54646,other,other,1994.10686068493,2005.65332068493
25590,25592,2.03612,other,other,1994.10686068493,1996.14298068493
16912,16913,6.65471,other,other,1994.10710068493,2000.76181068493
16912,16914,0.37678,other,other,1994.10710068493,1994.48388068493
23492,9734,23.3859700000001,other,other,1994.10718068493,2017.49315068493
23492,23493,3.00854,other,other,1994.10718068493,1997.11572068493
16815,16816,4.00459,other,other,1994.10980068493,1998.11439068493
16815,16825,0.742539999999998,other,other,1994.10980068493,1994.85234068493
22498,22499,2.45433,other,other,1994.10999068493,1996.56432068493
22498,22506,0.939780000000003,other,other,1994.10999068493,1995.04977068493
16629,16630,0.488680000000002,other,other,1994.11013068493,1994.59881068493
16629,16655,1.0757579066324,other,other,1994.11013068493,1995.18588859156
14035,14036,5.38712,other,other,1994.11267068493,1999.49979068493
14035,14037,5.8459,other,other,1994.11267068493,1999.95857068493
22471,22472,0.789760000000001,other,other,1994.11267068493,1994.90243068493
22471,22475,2.70264,other,other,1994.11267068493,1996.81531068493
23973,23974,0.653869999999998,other,other,1994.11269068493,1994.76656068493
23973,23980,0.204470000000001,other,other,1994.11269068493,1994.31716068493
25693,25694,1.49846,other,other,1994.11442068493,1995.61288068493
25693,25697,3.44886,other,other,1994.11442068493,1997.56328068493
23258,23259,0.762869205967906,other,other,1994.11473068493,1994.8775998909
23258,23270,1.54168,other,other,1994.11473068493,1995.65641068493
24906,11148,27.3353241095891,other,poland,1994.11673068493,2021.45205479452
24906,24907,1.60394,other,other,1994.11673068493,1995.72067068493
16588,16589,5.51016,other,other,1994.11920068493,1999.62936068493
16588,16592,1.71168538377972,other,other,1994.11920068493,1995.83088606871
19683,5932,19.3695600000001,other,other,1994.12359068493,2013.49315068493
19683,19684,5.9765,other,other,1994.12359068493,2000.10009068493
22957,22958,0.449890000000003,other,other,1994.12367068493,1994.57356068493
22957,22979,1.08346,other,other,1994.12367068493,1995.20713068493
24997,24998,1.70991,other,other,1994.12717068493,1995.83708068493
24997,24999,0.8706,other,other,1994.12717068493,1994.99777068493
25479,25480,15.09213,other,other,1994.12767068493,2009.21980068493
25479,25481,1.25640208836403,other,other,1994.12767068493,1995.3840727733
26070,12316,21.3638900000001,other,other,1994.12926068493,2015.49315068493
26070,12317,20.3638900000001,other,other,1994.12926068493,2014.49315068493
22789,22790,0.236241057337544,other,other,1994.13594962759,1994.37219068493
22789,22829,0.0182410573375442,other,other,1994.13594962759,1994.15419068493
25172,25173,1.9868,other,other,1994.13828068493,1996.12508068493
25172,25202,0.340345527635751,other,other,1994.13828068493,1994.47862621257
13915,161,26.3519748341943,other,other,1994.14256068493,2020.49453551913
13915,13916,1.93343,other,other,1994.14256068493,1996.07599068493
26314,26315,0.960578085686809,other,other,1994.14319259924,1995.10377068493
26314,26320,0.0127680856868118,other,other,1994.14319259924,1994.15596068493
20228,20229,1.98318104529695,other,other,1994.14527239663,1996.12845344193
20228,20241,0.0338682883000594,other,other,1994.14527239663,1994.17914068493
18550,18551,1.36819119405205,other,other,1994.14801068493,1995.51620187898
18550,18558,2.48666,other,other,1994.14801068493,1996.63467068493
27178,27179,0.70292700655359,other,other,1994.14974367838,1994.85267068493
27178,27192,0.015787006553591,other,other,1994.14974367838,1994.16553068493
14984,1223,23.34016,other,other,1994.15299068493,2017.49315068493
14984,14985,1.82538,other,other,1994.15299068493,1995.97837068493
23130,23131,0.925711057132251,other,other,1994.1531096278,1995.07882068493
23130,23175,0.0142310571322497,other,other,1994.1531096278,1994.16734068493
22829,9068,19.3389600000001,other,other,1994.15419068493,2013.49315068493
22829,22830,1.37215,other,other,1994.15419068493,1995.52634068493
26320,12561,21.3371900000001,other,other,1994.15596068493,2015.49315068493
26320,12562,19.3371900000001,other,other,1994.15596068493,2013.49315068493
18771,18772,1.58263,other,other,1994.15747068493,1995.74010068493
18771,18775,1.08114,other,other,1994.15747068493,1995.23861068493
14025,273,20.3321600000001,other,other,1994.16099068493,2014.49315068493
14025,14026,5.9654,other,other,1994.16099068493,2000.12639068493
22020,22021,2.82198,other,other,1994.16133068493,1996.98331068493
22020,22022,2.24784,other,other,1994.16133068493,1996.40917068493
27192,27193,6.76771,other,other,1994.16553068493,2000.93324068493
27192,27194,2.62922,other,other,1994.16553068493,1996.79475068493
16742,16743,0.0234019339439264,other,other,1994.16678875099,1994.19019068493
16742,16748,0.0234019339439264,other,other,1994.16678875099,1994.19019068493
23175,23176,4.80217,other,other,1994.16734068493,1998.96951068493
23175,23178,1.6698,other,other,1994.16734068493,1995.83714068493
16703,16704,0.532600000000002,other,other,1994.16968068493,1994.70228068493
16703,16716,0.602029999999999,other,other,1994.16968068493,1994.77171068493
21523,21524,2.40285666303241,other,other,1994.16988068493,1996.57273734796
21523,21553,0.124130000000001,other,other,1994.16988068493,1994.29401068493
21059,21060,1.85067055960049,other,other,1994.17009012533,1996.02076068493
21059,21061,0.0372705596004863,other,other,1994.17009012533,1994.20736068493
24935,11179,21.3181,other,other,1994.17505068493,2015.49315068493
24935,24936,0.861499999999999,other,other,1994.17505068493,1995.03655068493
23426,9668,21.31736,other,other,1994.17579068493,2015.49315068493
23426,23427,1.42617578337596,other,other,1994.17579068493,1995.60196646831
22635,22636,3.0344,other,other,1994.17651068493,1997.21091068493
22635,22639,0.74286,other,other,1994.17651068493,1994.91937068493
20241,6489,14.3153948341943,other,other,1994.17914068493,2008.49453551913
20241,20242,4.61729,other,other,1994.17914068493,1998.79643068493
21948,21949,2.22616048670074,other,other,1994.18785019823,1996.41401068493
21948,21953,0.000910486700739455,other,other,1994.18785019823,1994.18876068493
21953,21954,4.72476,other,other,1994.18876068493,1998.91352068493
21953,21955,2.85972,other,other,1994.18876068493,1997.04848068493
16743,16744,1.59676,other,other,1994.19019068493,1995.78695068493
16743,16745,3.64261,other,other,1994.19019068493,1997.83280068493
16748,16749,1.78791,other,other,1994.19019068493,1995.97810068493
16748,16770,1.37198,other,other,1994.19019068493,1995.56217068493
14704,14705,0.5822,other,other,1994.19339068493,1994.77559068493
14704,14711,1.24446257807449,other,other,1994.19339068493,1995.43785326301
15639,15640,5.30503,other,other,1994.19495068493,1999.49998068493
15639,15641,0.316769999999998,other,other,1994.19495068493,1994.51172068493
18869,18870,0.787239234594331,other,other,1994.19833145034,1994.98557068493
18869,18888,0.0050692345943304,other,other,1994.19833145034,1994.20340068493
22287,22288,2.48139,other,other,1994.19866068493,1996.68005068493
22287,22292,0.292310000000001,other,other,1994.19866068493,1994.49097068493
18888,18889,4.33482,other,other,1994.20340068493,1998.53822068493
18888,18891,14.85009,other,other,1994.20340068493,2009.05349068493
17160,17161,3.15980074157764,other,other,1994.20457068493,1997.36437142651
17160,17170,2.70617349849017,other,other,1994.20457068493,1996.91074418342
21061,7307,3.28579000000013,other,other,1994.20736068493,1997.49315068493
21061,7308,3.28579000000013,other,other,1994.20736068493,1997.49315068493
23442,9684,25.28451,other,other,1994.20864068493,2019.49315068493
23442,23443,4.20044,other,other,1994.20864068493,1998.40908068493
25511,25512,5.74282,other,other,1994.21067068493,1999.95349068493
25511,25513,3.31852,other,other,1994.21067068493,1997.52919068493
19719,19720,0.326751664179547,other,other,1994.21179241432,1994.5385440785
19719,19794,0.0108782706097621,other,other,1994.21179241432,1994.22267068493
21225,21226,2.96966798198567,other,other,1994.21262270295,1997.18229068493
21225,21230,0.00858798198567001,other,other,1994.21262270295,1994.22121068493
18606,4857,21.2804,other,other,1994.21276068493,2015.49316068493
18606,18607,2.15149,other,other,1994.21276068493,1996.36425068493
26120,26121,3.32328,other,other,1994.21505068493,1997.53833068493
26120,26125,1.34785600524041,other,other,1994.21505068493,1995.56290669017
23511,23512,3.42772,other,other,1994.21653068493,1997.64425068493
23511,23515,0.786716709170605,other,other,1994.21653068493,1995.0032473941
21230,21231,0.762304883557661,other,other,1994.22121068493,1994.98351556849
21230,21234,0.4817,other,other,1994.22121068493,1994.70291068493
19794,6042,28.2704800000001,other,poland,1994.22267068493,2022.49315068493
19794,19795,0.410021434999464,other,other,1994.22267068493,1994.63269211993
23645,23646,0.685899999999997,other,other,1994.22749068493,1994.91339068493
23645,23666,0.20196,other,other,1994.22749068493,1994.42945068493
14856,14857,5.12259,other,other,1994.22897068493,1999.35156068493
14856,14860,0.488620000000001,other,other,1994.22897068493,1994.71759068493
23590,23591,3.09042,other,other,1994.22984068493,1997.32026068493
23590,23592,1.6311,other,other,1994.22984068493,1995.86094068493
25435,25436,5.78955,other,other,1994.23105068493,2000.02060068493
25435,25437,0.539490000000001,other,other,1994.23105068493,1994.77054068493
13796,13797,5.04902,other,other,1994.23125068493,1999.28027068493
13796,13799,0.534769999999998,other,other,1994.23125068493,1994.76602068493
23202,9445,8.25318,other,other,1994.23997068493,2002.49315068493
23202,23203,1.71944,other,other,1994.23997068493,1995.95941068493
21365,7615,7.25201000000013,other,other,1994.24114068493,2001.49315068493
21365,7616,8.25201000000013,other,other,1994.24114068493,2002.49315068493
18453,4699,21.2495800000001,other,other,1994.24357068493,2015.49315068493
18453,18454,2.44672,other,other,1994.24357068493,1996.69029068493
25782,25783,0.527269999999998,other,other,1994.24426068493,1994.77153068493
25782,25786,2.88561,other,other,1994.24426068493,1997.12987068493
26384,26385,4.38459,other,other,1994.24525068493,1998.62984068493
26384,26386,2.20242,other,other,1994.24525068493,1996.44767068493
23071,9315,24.2461300000001,other,other,1994.24702068493,2018.49315068493
23071,23072,23.04192,other,other,1994.24702068493,2017.28894068493
17937,4179,6.24607483419428,other,other,1994.24846068493,2000.49453551913
17937,17938,0.453469999999999,other,other,1994.24846068493,1994.70193068493
19073,19074,5.73995,other,other,1994.25041068493,1999.99036068493
19073,19078,0.734189999999998,other,other,1994.25041068493,1994.98460068493
23741,23742,3.4796,other,other,1994.25140068493,1997.73100068493
23741,23744,0.193529999999999,other,other,1994.25140068493,1994.44493068493
26463,26464,1.64381,other,other,1994.25761068493,1995.90142068493
26463,26468,1.62418,other,other,1994.25761068493,1995.88179068493
17601,17602,0.00516237911898543,other,other,1994.25868830581,1994.26385068493
17601,17605,0.00516237911898543,other,other,1994.25868830581,1994.26385068493
14688,14689,5.12169,other,other,1994.26240068493,1999.38409068493
14688,14690,1.0118,other,other,1994.26240068493,1995.27420068493
26505,26506,5.78682,other,other,1994.26285068493,2000.04967068493
26505,26515,0.16825,other,other,1994.26285068493,1994.43110068493
17602,3842,6.23068483419428,other,other,1994.26385068493,2000.49453551913
17602,17603,0.29083,other,other,1994.26385068493,1994.55468068493
17605,17606,0.470179999999999,other,other,1994.26385068493,1994.73403068493
17605,17612,2.70717,other,other,1994.26385068493,1996.97102068493
18586,18587,0.807301160739627,other,other,1994.26394952419,1995.07125068493
18586,18596,0.0298111607396265,other,other,1994.26394952419,1994.29376068493
24912,24913,0.513114844003873,other,other,1994.26806584093,1994.78118068493
24912,24921,0.00621484400387118,other,other,1994.26806584093,1994.27428068493
19167,19168,0.712730000000001,other,other,1994.26814068493,1994.98087068493
19167,19191,0.621229999999997,other,other,1994.26814068493,1994.88937068493
22891,22892,5.93073,other,other,1994.27243068493,2000.20316068493
22891,22894,1.60316,other,other,1994.27243068493,1995.87559068493
23882,23883,3.00850280834812,other,other,1994.27402068493,1997.28252349328
23882,23892,0.464024068220926,other,other,1994.27402068493,1994.73804475315
24921,11163,19.21887,other,other,1994.27428068493,2013.49315068493
24921,24922,1.30261,other,other,1994.27428068493,1995.57689068493
20443,20444,2.7189,other,other,1994.27867068493,1996.99757068493
20443,20460,0.407720000000001,other,other,1994.27867068493,1994.68639068493
22482,22483,5.77862,other,other,1994.27921068493,2000.05783068493
22482,22484,1.78776,other,other,1994.27921068493,1996.06697068493
19955,19956,0.419860040388965,other,other,1994.27973064454,1994.69959068493
19955,19971,0.020540040388962,other,other,1994.27973064454,1994.30027068493
23599,23600,1.43919,other,other,1994.28130068493,1995.72049068493
23599,23604,2.08961348201829,other,other,1994.28130068493,1996.37091416695
20116,20117,4.87566,other,other,1994.28393068493,1999.15959068493
20116,20120,0.03735,other,other,1994.28393068493,1994.32128068493
17624,17625,1.27672,other,other,1994.28641068493,1995.56313068493
17624,17627,0.0637100000000004,other,other,1994.28641068493,1994.35012068493
18596,4845,19.1993900000001,other,other,1994.29376068493,2013.49315068493
18596,18597,1.55222,other,other,1994.29376068493,1995.84598068493
21553,21554,0.449860000000001,other,other,1994.29401068493,1994.74387068493
21553,21641,0.107281256113506,other,other,1994.29401068493,1994.40129194104
19824,19825,0.00248645783509005,other,other,1994.2954742271,1994.29796068493
19824,19831,0.932546457835091,other,other,1994.2954742271,1995.22802068493
17188,17189,0.43932796931978,other,other,1994.29639166853,1994.73571963785
17188,17491,0.0186990164054812,other,other,1994.29639166853,1994.31509068493
19825,6072,18.8006694520548,other,poland,1994.29796068493,2013.09863013699
19825,19826,2.09999,other,other,1994.29796068493,1996.39795068493
19971,6218,20.1928800000001,other,other,1994.30027068493,2014.49315068493
19971,19972,5.00554,other,other,1994.30027068493,1999.30581068493
22209,8449,18.1934548341943,other,other,1994.30108068493,2012.49453551913
22209,22210,1.83566,other,other,1994.30108068493,1996.13674068493
25560,25561,7.04994,other,other,1994.30385068493,2001.35379068493
25560,25563,1.86964,other,other,1994.30385068493,1996.17349068493
21358,7606,7.18777,other,other,1994.30538068493,2001.49315068493
21358,7607,24.18777,other,other,1994.30538068493,2018.49315068493
18373,18374,0.374928893890797,other,other,1994.30817179104,1994.68310068493
18373,18416,0.028958893890799,other,other,1994.30817179104,1994.33713068493
20400,6646,20.1842700000001,other,other,1994.30888068493,2014.49315068493
20400,20401,1.38158,other,other,1994.30888068493,1995.69046068493
23303,9543,22.1833548341943,other,other,1994.31118068493,2016.49453551913
23303,23304,4.83411,other,other,1994.31118068493,1999.14529068493
24219,24220,2.72237,other,other,1994.31200068493,1997.03437068493
24219,24242,0.15802,other,other,1994.31200068493,1994.47002068493
13921,13922,0.56212,other,other,1994.31221068493,1994.87433068493
13921,13926,0.675649999999997,other,other,1994.31221068493,1994.98786068493
21985,8227,18.1795148341943,other,other,1994.31502068493,2012.49453551913
21985,21986,1.00464,other,other,1994.31502068493,1995.31966068493
17491,17492,2.85892,other,other,1994.31509068493,1997.17401068493
17491,17493,0.782230000000002,other,other,1994.31509068493,1995.09732068493
27453,27454,3.00246,other,other,1994.31632068493,1997.31878068493
27453,27457,1.90519,other,other,1994.31632068493,1996.22151068493
23980,23981,0.803676320829723,other,other,1994.31716068493,1995.12083700576
23980,24013,0.213356190373553,other,other,1994.31716068493,1994.53051687531
22175,8417,20.1745300000001,other,other,1994.31862068493,2014.49315068493
22175,22176,0.0239599999999989,other,other,1994.31862068493,1994.34258068493
18299,18300,0.754757433894763,other,other,1994.32024325104,1995.07500068493
18299,18336,0.00722743389476221,other,other,1994.32024325104,1994.32747068493
14347,14348,0.511760000000002,other,other,1994.32049068493,1994.83225068493
14347,14370,0.265473115921065,other,other,1994.32049068493,1994.58596380085
20120,20121,0.417059999999999,other,other,1994.32128068493,1994.73834068493
20120,20128,0.85998,other,other,1994.32128068493,1995.18126068493
16152,16153,1.30522332680243,other,other,1994.32541068493,1995.63063401173
16152,16165,0.395860000000003,other,other,1994.32541068493,1994.72127068493
18336,18337,9.68325,other,other,1994.32747068493,2004.01072068493
18336,18339,2.07612,other,other,1994.32747068493,1996.40359068493
25820,25821,4.17846,other,other,1994.32851068493,1998.50697068493
25820,25833,2.02199,other,other,1994.32851068493,1996.35050068493
14005,252,26.1605448341943,other,other,1994.33399068493,2020.49453551913
14005,14006,1.20031,other,other,1994.33399068493,1995.53430068493
21928,21929,0.0328470206367655,other,other,1994.33401366429,1994.36686068493
21928,21932,0.0328470206367655,other,other,1994.33401366429,1994.36686068493
20112,6357,23.1572000000001,other,other,1994.33595068493,2017.49315068493
20112,20113,4.13001,other,other,1994.33595068493,1998.46596068493
18416,4662,17.1560200000001,other,other,1994.33713068493,2011.49315068493
18416,18417,0.622609999999998,other,other,1994.33713068493,1994.95974068493
23232,23233,3.26091,other,other,1994.33939068493,1997.60030068493
23232,23235,1.16565,other,other,1994.33939068493,1995.50504068493
22268,22269,5.81677,other,other,1994.34152068493,2000.15829068493
22268,22271,1.32691,other,other,1994.34152068493,1995.66843068493
22176,22177,2.80672,other,other,1994.34258068493,1997.14930068493
22176,22181,3.79622,other,other,1994.34258068493,1998.13880068493
14641,885,17.1498300000001,other,other,1994.34332068493,2011.49315068493
14641,14642,0.492699999999999,other,other,1994.34332068493,1994.83602068493
16016,16017,3.05789,other,other,1994.34348068493,1997.40137068493
16016,16023,0.651029999999999,other,other,1994.34348068493,1994.99451068493
21289,21290,0.603950932335916,other,other,1994.34505200665,1994.94900293899
21289,21343,0.0368986782798331,other,other,1994.34505200665,1994.38195068493
17627,17628,0.84713,other,other,1994.35012068493,1995.19725068493
17627,17629,0.620133895832314,other,other,1994.35012068493,1994.97025458076
22055,8299,25.1381000000001,other,other,1994.35505068493,2019.49315068493
